date,5267659,5515006,4583499,5141023,5400475,4287186,5161883,5514948,5518742,5102599,5330623,5142037,5337359,5460162,5193749,5412967,5436123,4852591,5328537,5495992,3519190,4778907,4953482,5160727,5273081,5273127,5396735,5420543,5451670,5451680,5463334,5493730,5513040,5514608,5515010,5401527,5259351,5513034,4774747,5012980,5337639,5367737,5330173,5324571,5515434,5255405,5307455,5359831,5461716,5313307,5384707,5517238,3718362,3996013,5172701,5256039,5261429,5352183,5400279,5451156,5513980,5488272,5402483,5406113,5502094,5519574,4704557,5163259,5483840,5493570,4360788,5459462,5334413,5346487,5136277,5341831,5400659,5444622,5494910,5496850,5498482,5499826,4610803,5415723,5457962,4480313,5023778,5401843,1307051,2649588,4769187,5194035,5206317,5208003,5374519,5428665,5451666,5455426,5470166,5471380,5488378,5491530,5500108,5514978,5515674,5164815,5351835,5436067,5444430,5407131,5392369,5433813,5260991,5326543,5483508,5371345,5355055,5504652,3506638,4980178,5272609,5278015,5298255,5312297,5410137,5434351,5437621,5445598,5445972,5459706,5469638,5489764,5493140,5496838,5507418,5513494,5516030,5168553,5172807,5451180,5465276,5504962,4767009,5004928,5119559,5124693,5205727,5240619,5258179,5282351,5441142,4462482,4928665,5018562,5118697,5182607,5193631,5204337,5367099,5371895,5400285,5406591,5412335,5415669,5420767,5450030,5455660,5456382,5461406,5463396,5478156,5491520,5494894,5495148,5496420,5497740,5502258,5508562,5471054,5041178,5369325,5148813,4878159,5480970,5456522,5514602,5507422,5372193,5057968,5131039,5141021,5141311,5189963,5294387,5329509,5376007,5379437,5413667,5420955,5435551,5437663,5447160,5461394,5467786,5481702,5511132,5519386,5190671,5218059,5310421,5310427,5312969,5408973,5420625,5406605,5445392,5471954,4521113,4678789,4797395,4862673,4937572,5140365,5191093,5278495,5309435,5333407,5367083,5384003,5460082,5460990,5477294,5493728,5500714,5507480,4997502,5487508,5489900,5211075,5321761,4495055,4850651,5208699,5314319,5325465,5329067,5367937,5380587,5413575,5430037,5461198,5475932,5479086,5489904,5197273,5457964,5084712,5298685,5354773,5390791,5493906,5208873,5456500,5519378,5440414,5515980,4376796,5026840,5240539,5245915,5319161,5325489,5330041,5350825,5433901,5441758,5443498,5476570,5484234,5494988,5504070,5090928,5353369,5473200,5491206,4953260,4969790,5350107,5465204,4980810,5254059,5261341,5278019,5316261,5359021,5380985,5388221,5401633,5417611,5423915,5472384,5474920,5480028,5484292,5495152,5511372,5514942,5440944,5509982,4623485,5186443,5224351,5264977,5303747,5400701,5400991,5402449,5418801,5484232,5493328,5495156,5515210,5480000,5391691,3384614,4989466,5439407,5464314,5482384,5496612,5505018,5112025,5460254,5483914,4605871,5383635,5395423,5493364,5519694,5170593,5249637,5260545,5261901,5261929,5320741,5351833,5381057,5437639,5481656,5488848,5501112,5503130,5516000,5485198,5043182,5330971,5446068,5499682,5502866,5511698,4333452,4714209,4848165,5053870,5084710,5118537,5166795,5281597,5298697,5321723,5388733,5423287,5439401,5450428,5459770,5469544,5489284,5493650,5509758,5511410,5445432,5518372,5425057,597507,4606767,5111501,5275733,5293821,5474296,5510836,5513570,5517578,5480012,5501124,5280601,5507524,4309598,5493942,5366975,5461912,4714561,5517604,5166507,5107405,5124161,5124163,5124165,5135621,5141131,5161737,5187201,5224929,5248253,5273937,5310661,5326523,5371043,5374445,5386309,5434571,5451240,5467790,5474302,5479610,5481728,5483604,5486142,5493164,5496874,5498618,5503238,5505606,5507344,5509932,5513560,5515154,5113785,5126445,5457944,5480002,5289305,5340579,5402555,5429433,4993938,5100165,5230135,5249435,5254319,5285189,5309663,5368713,5371915,5396419,5451694,5475772,5488066,5496964,5502260,5434559,5226119,5426835,5369349,4215612,5297975,5362011,5388337,5388339,5388341,5388371,5388373,5411611,5411613,5479002,5479010,5513032,5353259,5516946,5344789,5459062,5488836,5004698,5519212,5464172,5019322,5215113,4830927,4948190,5371795,5230223,5350701,4308296,5035158,5100427,5187455,5188159,5248261,5282573,5319551,5325477,5331057,5363921,5404827,5412061,5421381,5427601,5430345,5436449,5455290,5483628,5494406,5499878,5509662,5437213,5504672,5505292,4275688,5124167,5390759,5407817,5485034,5518376,5474922,5511456,4753016,5182687,5261423,5261499,5350683,5361945,5376551,5399717,5405957,5421405,5440724,5456422,5468310,5468478,5488938,5515016,3428042,5138307
2019_12_15,54990.0,55995.0,59900.0,59900.0,59950.0,59995.0,59995.0,59995.0,59995.0,64990.0,64990.0,64995.0,64995.0,65000.0,69900.0,69900.0,69900.0,69990.0,69990.0,69990.0,69995.0,69995.0,69995.0,69995.0,69995.0,69995.0,69995.0,69995.0,69995.0,69995.0,69995.0,69995.0,69995.0,69995.0,69995.0,70000.0,74495.0,74900.0,74995.0,74995.0,74995.0,74995.0,74999.0,75000.0,75000.0,79900.0,79900.0,79900.0,79900.0,79950.0,79990.0,79990.0,79995.0,79995.0,79995.0,79995.0,79995.0,79995.0,79995.0,79995.0,79995.0,80000.0,84900.0,84900.0,84900.0,84950.0,84990.0,84990.0,84995.0,84995.0,85750.0,85777.0,85999.0,87950.0,89900.0,89900.0,89900.0,89900.0,89900.0,89900.0,89900.0,89900.0,89950.0,89950.0,89950.0,89990.0,89990.0,89990.0,89995.0,89995.0,89995.0,89995.0,89995.0,89995.0,89995.0,89995.0,89995.0,89995.0,89995.0,89995.0,89995.0,89995.0,89995.0,89995.0,89995.0,94900.0,94900.0,94900.0,94950.0,94990.0,94995.0,94995.0,95000.0,95000.0,95000.0,98000.0,99750.0,99899.0,99900.0,99900.0,99900.0,99900.0,99900.0,99900.0,99900.0,99900.0,99900.0,99900.0,99900.0,99900.0,99900.0,99900.0,99900.0,99900.0,99900.0,99900.0,99900.0,99901.0,99901.0,99950.0,99950.0,99950.0,99990.0,99990.0,99990.0,99990.0,99990.0,99990.0,99990.0,99990.0,99990.0,99995.0,99995.0,99995.0,99995.0,99995.0,99995.0,99995.0,99995.0,99995.0,99995.0,99995.0,99995.0,99995.0,99995.0,99995.0,99995.0,99995.0,99995.0,99995.0,99995.0,99995.0,99995.0,99995.0,99995.0,99995.0,99995.0,99995.0,100000.0,104950.0,104990.0,104995.0,105000.0,105545.0,105995.0,105995.0,106900.0,107950.0,109900.0,109900.0,109900.0,109900.0,109900.0,109900.0,109900.0,109900.0,109900.0,109900.0,109900.0,109900.0,109900.0,109900.0,109900.0,109900.0,109900.0,109900.0,109900.0,109950.0,109950.0,109950.0,109950.0,109950.0,109950.0,109950.0,109990.0,109990.0,109990.0,109995.0,109995.0,109995.0,109995.0,109995.0,109995.0,109995.0,109995.0,109995.0,109995.0,109995.0,109995.0,109995.0,109995.0,109995.0,109995.0,109995.0,109995.0,109999.0,110995.0,112900.0,113900.0,113900.0,114600.0,114900.0,114900.0,114900.0,114900.0,114900.0,114900.0,114900.0,114900.0,114900.0,114900.0,114900.0,114900.0,114900.0,114950.0,114950.0,114995.0,114995.0,114995.0,114995.0,114995.0,115000.0,115900.0,115900.0,116900.0,119000.0,119900.0,119900.0,119900.0,119900.0,119900.0,119900.0,119900.0,119900.0,119900.0,119900.0,119900.0,119900.0,119900.0,119900.0,119900.0,119950.0,119950.0,119950.0,119950.0,119990.0,119990.0,119990.0,119990.0,119995.0,119995.0,119995.0,119995.0,119995.0,119995.0,119995.0,119995.0,119995.0,119995.0,119995.0,119995.0,119995.0,119995.0,119995.0,119995.0,119995.0,119995.0,120000.0,120900.0,124500.0,124900.0,124900.0,124900.0,124900.0,124900.0,124900.0,124900.0,124900.0,124900.0,124900.0,124900.0,124900.0,124950.0,124990.0,124995.0,124995.0,124995.0,124995.0,124995.0,124995.0,125000.0,125990.0,125990.0,125999.0,127900.0,127900.0,128900.0,129000.0,129750.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129900.0,129950.0,129990.0,129990.0,129990.0,129990.0,129990.0,129990.0,129995.0,129995.0,129995.0,129995.0,129995.0,129995.0,129995.0,129995.0,129995.0,129995.0,129995.0,129995.0,129995.0,129995.0,129995.0,129995.0,129995.0,129995.0,129995.0,129995.0,129999.0,129999.0,130900.0,132553.0,132900.0,134900.0,134900.0,134900.0,134900.0,134900.0,134900.0,134900.0,134950.0,134950.0,134995.0,134995.0,135000.0,135777.0,136900.0,137000.0,137990.0,139000.0,139777.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139900.0,139950.0,139950.0,139950.0,139950.0,139990.0,139990.0,139990.0,139990.0,139995.0,139995.0,139995.0,139995.0,139995.0,139995.0,139995.0,139995.0,139995.0,139995.0,139995.0,139995.0,139995.0,139995.0,139995.0,140000.0,142000.0,144495.0,144500.0,144900.0,144900.0,144900.0,144900.0,144900.0,144900.0,144900.0,144900.0,144900.0,144900.0,144900.0,144900.0,144900.0,144950.0,144990.0,144995.0,144995.0,144995.0,145000.0,145777.0,145900.0,147900.0,147950.0,148000.0,148548.0,148900.0,149000.0,149000.0,149900.0,149900.0,149900.0,149900.0,149900.0,149900.0,149900.0,149900.0,149900.0,149900.0,149900.0,149900.0,149900.0,149900.0,149900.0,149900.0,149900.0,149900.0,149900.0,149900.0,149900.0,149900.0,149950.0,149950.0,149950.0,149990.0,149990.0,149990.0,149990.0,149990.0,149990.0,149994.0,149994.0,149995.0,149995.0,149995.0,149995.0,149995.0,149995.0,149995.0,149995.0,149995.0,149995.0,149995.0,149995.0,149995.0,149995.0,149995.0,149995.0,149999.0,149999.0
